name,link,category,reviews amount,total score
Как составить бизнес-план,https://stepik.org/course/114412,Маркетинг и бизнес,3,70.59001068043675
SQL для начинающих,https://stepik.org/course/133728,SQL,50,70.55883325103743
Бизнес в Telegram: от идеи до прибыли,https://stepik.org/course/178637,Маркетинг и бизнес,3,70.54458492223429
КИТАЙСКИЙ ЯЗЫК. Уровень 3. Часть 1.,https://stepik.org/course/83843,Новые курсы,71,70.54388841106775
Организация администрирования компьютерных сетей (PRO),https://stepik.org/course/89392,Большая осенняя распродажа 2022,3,70.53601108465841
Искусственный интеллект и нейросети,https://stepik.org/course/209646,"Нейросети, чат-боты и искусственный интеллект",10,70.52516922844971
"""Поколение Python"": ООП",https://stepik.org/course/98974,Python,500,70.51480143454047
Разработка игрового приложения на Unreal Engine,https://stepik.org/course/198051,Unreal Engine,2,70.49327528879628
Как подобрать идеальный макияж,https://stepik.org/course/181640,Новогодний досуг 2024,13,70.47326788643
Тестирование ПО: Симулятор собеседования для Тестировщика ПО,https://stepik.org/course/118983,Курсы для карьерного развития,35,70.44980806843148
КИТАЙСКИЙ ЯЗЫК. Уровень 2.,https://stepik.org/course/70831,Гуманитарные науки,110,70.43872576516344
BIM-Поддержка,https://stepik.org/course/123279,Моделирование зданий и проектирование,2,70.39878397604016
Создание игрового оружия (АК-47)  в Blender и Substance painter.,https://stepik.org/course/193474,3D-моделирование,4,70.38968388439012
Банковский менеджмент,https://stepik.org/course/101210,Банковское дело,20,70.36057445821965
Kubernetes для начинающих + практический опыт,https://stepik.org/course/128089,Большая осенняя распродажа 2022,20,70.35174531083253
Data Science с Глебом Михайловым,https://stepik.org/course/113596,Программирование для начинающих,170,70.35170606617363
GitHub (mini),https://stepik.org/course/218158,Веб-разработка,3,70.32201389957373
SQL для всех,https://stepik.org/course/102883,Статистика и анализ данных,420,70.29207894596256
"Адаптация для "" Travel manager"" компании TourVleto.ru",https://stepik.org/course/131766,Туризм и гостиничное дело,8,70.28522333177972
Сжатое изложение ОГЭ по русскому языку на 7 баллов из 7,https://stepik.org/course/129462,Русский язык,1,70.25894676840717
Команда и результат,https://stepik.org/course/180681,"Бизнес, менеджмент, право",30,70.21069197742027
ЕГЭ информатика 2025. Полный курс ,https://stepik.org/course/195798,Информатика,2,70.20209151289154
«Мой бизнес. Старт +»,https://stepik.org/course/85278,"Бизнес, менеджмент, право",19,70.1894684534908
Редподготовка электронных изданий и основы редактирования,https://stepik.org/course/179584,Прокачать навыки,3,70.18080614273077
Курс по созданию сайтов в Tilda. С нуля до результата!,https://stepik.org/course/183709,Дизайн и графика,20,70.16541810657444
Предпринимательская деятельность в НКО,https://stepik.org/course/53176,Привлечение средств,99,70.16049234929541
Понятное ЖКХ: Управление многоквартирным домом для собственников,https://stepik.org/course/93961,Недвижимость,40,70.15156226079652
"ПБУ 18/02 ""Учет расчетов по налогу на прибыль""",https://stepik.org/course/200392,Бухгалтерский учёт,5,70.14550616774326
JavaScript (lite),https://stepik.org/course/158971,JavaScript,6,70.12375705078007
Основы PHP: Структура и Синтаксис,https://stepik.org/course/184930,PHP,7,70.10419803871966
Beauty фотография: от идеи до публикации,https://stepik.org/course/108546,Маркетинг и продажи,8,70.07928709558217
Основы языка Java,https://stepik.org/course/124803,Программирование для начинающих,249,70.06593438525994
Японский язык (начальный уровень). Часть 1,https://stepik.org/course/123444,Новогодний досуг 2024,1,70.0656728806059
Школа городских изменений ZMENA. Основной курс,https://stepik.org/course/10404,Привлечение средств,24,70.06424184223832
"iOS,  Android или кроссплатформенность? Основы Dart.",https://stepik.org/course/127625,Разработка приложений,8,70.04758107385675
Кризисный менеджмент для НКО: обживаем новый мир,https://stepik.org/course/70439,Право,37,70.04608998315236
Анализ финансовой отчетности,https://stepik.org/course/137331,1С и бухгалтерский учет,22,70.02974611511146
Основы вёрстки с HTML и CSS,https://stepik.org/course/127468,Веб-разработка,5,70.02781047067363
Подготовка к ЕГЭ по истории,https://stepik.org/course/84006,"ЕГЭ и ОГЭ по физике, химии",4,70.0140885141057
Психология в отношениях,https://stepik.org/course/176243,Семья и дети,1,69.99377455600052
Как создать свое медиа,https://stepik.org/course/123824,Производство и монтаж видео,11,69.98917521033286
Основы Dart 3,https://stepik.org/course/186453,Программирование,2,69.97024111625994
"Deep Learning (семестр 1, осень 2021): продвинутый поток",https://stepik.org/course/101721,"Нейросети, чат-боты и искусственный интеллект",23,69.9667071969493
Школа спикеров от Geek Teachers,https://stepik.org/course/55838,Прокачать навыки,116,69.95054616457593
"Веб дизайн в Figma. Анимации и Главные правила ""Юзабилити"".",https://stepik.org/course/128116,Веб-разработка,20,69.93837395772431
Thank Go! Многозадачность в Golang,https://stepik.org/course/133280,Go (Golang),20,69.93445566656273
Разбираемся в Матрице Судьбы,https://stepik.org/course/190670,"Йога, осознанность и медитация",3,69.93321998517827
Управление мультикультурной командой,https://stepik.org/course/74102,Управление проектами,44,69.90149166265171
Профильная Математика ЕГЭ 2025: Подготовка на 90+ за 5 месяцев,https://stepik.org/course/134349,Актуальные скидки,11,69.89139486353896
Главные составляющие клиентского сервиса,https://stepik.org/course/102555,Клиентский сервис,13,69.87474686836167
Проектирование и разработка онлайн-курсов,https://stepik.org/course/160202,Дистанционное обучение,8,69.86390843137534
Функциональное программирование на Python,https://stepik.org/course/195619,Победители Stepik Awards 2024,190,69.85732495426876
Python. Functional Programming,https://stepik.org/course/2057,Computer Science,10,69.82091769155478
Android разработка: Базовый курс + Основы программирования,https://stepik.org/course/121507,Программирование для начинающих,50,69.80993664392614
ЕГЭ по математике 2025: текстовая задача,https://stepik.org/course/17869,Подготовка к ЕГЭ,129,69.80573926621574
Анализ данных просто и доступно.,https://stepik.org/course/73952,Статистика и анализ данных,130,69.80018811510337
English with Harry Potter,https://stepik.org/course/183199,Кино и театр,2,69.76061920564027
Professional English for Aviation Specialists (full-time ss) ,https://stepik.org/course/119700,Popular courses,10,69.75631694379312
Sinumerik: расширенное программирование,https://stepik.org/course/63067,Программирование для опытных,10,69.74538195488903
Подготовка к экзамену по математике в магистратуру,https://stepik.org/course/141321,Математический анализ,9,69.71110950386037
Научная фантастика,https://stepik.org/course/184652,Навыки обучения,2,69.69640728590937
JavaScript Advanced - продвинутые концепции языка и ООП,https://stepik.org/course/130339,JavaScript,10,69.6784042432303
Бесплатный курс «Директор по продукту (СРО)» школы ProductStar,https://stepik.org/course/176106,Управление проектами,4,69.67374301601323
Финансовая грамотность для НКО,https://stepik.org/course/3157,Stepik Awards 2019,277,69.66564407380434
Багаж тестировщика: техники тест-дизайна,https://stepik.org/course/218257,Победители Stepik Awards 2024,3,69.65295786238616
Антипедагогика: Боги и герои,https://stepik.org/course/90109,Прокачать навыки,50,69.63262132042888
"Доказательства, ChatGPT и Python",https://stepik.org/course/193192,Python,1,69.6272848099154
Школа волонтёров чтения,https://stepik.org/course/64331,Гуманитарные науки,44,69.62611471413113
Современное банковское право России,https://stepik.org/course/51739,Банковское дело,11,69.6218868350569
ЕГЭ по математике 2025: уравнения,https://stepik.org/course/4938,Математика,79,69.6217155733707
Principles of Regenerative Medicine,https://stepik.org/course/4930,Генетика,3,69.5633297623647
React для современных веб-приложений,https://stepik.org/course/114197,Программирование для начинающих,30,69.51627012493094
JavaScript: самый быстрый курс,https://stepik.org/course/200297,Веб-разработка,2,69.47226557877696
Delta-V: курс по иммунопрофилактике,https://stepik.org/course/126522,Здравоохранение,130,69.45189391670054
Project management - полный курс для подготовки к экзамену PMBoK,https://stepik.org/course/175442,Управление проектами,3,69.42929203333891
Основы проектирования интеграций ИТ-систем,https://stepik.org/course/125892,Программирование,10,69.4280263293806
Проект: Независимость. Безопасность. Самопомощь,https://stepik.org/course/118188,Психическое здоровье,12,69.41731089929905
Проектирование механических инженерных систем в Autodesk Revit,https://stepik.org/course/51850,Black Friday Sale 10%,41,69.41708939446734
Психология убийц,https://stepik.org/course/120174,Психология,13,69.41368374263665
PascalABC.NET для школьников c 1 класса. Знакомство,https://stepik.org/course/175474,Pascal,15,69.39553240191655
Полный курс Python для начинающих,https://stepik.org/course/52054,Информатика,20,69.37626727678133
Тестирование ПО (ручное тестирование на тренировочном сайте),https://stepik.org/course/179137,SQL,40,69.36700250838948
ЕГЭ по информатике и ИКТ + программирование C++ и Python,https://stepik.org/course/70337,Подготовка к ЕГЭ и ОГЭ,2,69.35832875637995
Разработка приложений на Python: KivyMD - Дизайн Google.,https://stepik.org/course/193007,Разработка приложений,9,69.35146821285595
Обучение Обучению: важнейший навык нашего времени,https://stepik.org/course/122285,Курсы для заботы о себе,10,69.34443324720357
Веб-доступность в электронном обучении,https://stepik.org/course/64025,Дистанционное обучение,56,69.33949384687375
Mastering Web3 with Waves,https://stepik.org/course/54415,Бэкенд-разработка,13,69.3342343188311
English for Landscape Architecture Students,https://stepik.org/course/186822,Popular courses,30,69.27236530518624
ЕГЭ математика профиль. Задание 15: неравенство,https://stepik.org/course/89251,ЕГЭ по математике,30,69.26704147372654
Дополнительные задачи к курсу → Сложение чисел в уме,https://stepik.org/course/203223,Навыки обучения,10,69.23689003146247
SQL с нуля до PRO,https://stepik.org/course/61247,Информатика,60,69.20895530107795
SQL: от новичка до уверенного бизнес-пользователя,https://stepik.org/course/185696,Статистика и анализ данных,10,69.20441468495862
"""Поколение Python"": курс для продвинутых",https://stepik.org/course/68343,Новые курсы,5529,69.18635970055352
Technologies of Water  Treatment (Bioengineering-2),https://stepik.org/course/89365,Науки о Земле и экология,19,69.18249671737307
Интерактивный тренажер по SQL,https://stepik.org/course/63054,Информатика,4083,69.16614730307906
Механизмы в органике: как понять органику без зубрёжки?,https://stepik.org/course/179357,Химия,1,69.14067844188817
«Профессия — Белый Хакер»,https://stepik.org/course/169003,Информационная безопасность,239,69.11404913996545
Проектирование архитектуры и интеграций сервисов (полный тариф),https://stepik.org/course/170591,Большие курсы,10,69.06127838784293
Практикум по теории финансов,https://stepik.org/course/196256,Бизнес и финансы,14,69.0546868035966
Сольфеджио с нуля (для новичков),https://stepik.org/course/193765,Музыка и работа со звуком,23,69.04435937504657
Сам себе Startuper. Развиваем предпринимательское мышление,https://stepik.org/course/66029,Новые курсы,121,69.04340123535178
Цифровые вычислительные устройства: вводный курс,https://stepik.org/course/131544,Проектирование схем,41,69.03030370790535
Основы крупных продаж в B2B и B2C,https://stepik.org/course/91290,Маркетинг и продажи,10,69.01517217473643
ПЕРВЫЕ ШАГИ В ИТАЛЬЯНСКОМ,https://stepik.org/course/186494,Итальянский язык,11,69.01377748254231
JAVA – получи Чёрный Пояс!,https://stepik.org/course/115517,Программирование для опытных,80,69.00787112605754
ISTQB Certified Tester Foundation Level v. 4.0 2023,https://stepik.org/course/193090,Popular courses,2,69.00716702939317
"""Поколение Python"": курс для начинающих",https://stepik.org/course/58852,С чего начать 🔥,950,68.99091941583255
"Добрый, добрый Python ООП - обучающий курс от Сергея Балакирева",https://stepik.org/course/116336,Разработка на Python,579,68.98351293530288
Тренажер С++,https://stepik.org/course/199780,C/C++,3,68.98265948381632
Супер курс по языку JavaScript,https://stepik.org/course/113653,JavaScript,5,68.96522307981925
Unity. Знакомство с движком,https://stepik.org/course/126291,C#,60,68.9541159870782
Проектирование архитектуры и интеграций (API / брокеры) сервисов,https://stepik.org/course/175243,Победители Stepik Awards 2024,10,68.94771448988377
"Основы произношения в английском языке: звуки, транскрипция",https://stepik.org/course/199303,Победители Stepik Awards 2024,10,68.92949632779775
Практикум по математике и Python,https://stepik.org/course/3356,Информатика,139,68.92717916578619
Последовательные интерфейсы связи: копилка полезных сведений,https://stepik.org/course/131159,Проектирование схем,37,68.92360281266913
Java Stream API с нуля для новичков и не только,https://stepik.org/course/179830,Java,1,68.90740538313221
Терминал Linux. Основы работы в командной строке.,https://stepik.org/course/185283,Linux,90,68.9031174698072
"Управление многоквартирным домом - ЖКХ для ""чайников""",https://stepik.org/course/90658,Право,7,68.87643735694587
Математический анализ (часть 1),https://stepik.org/course/716,Математика,76,68.86545300483367
Начальный курс по YDB (Yandex Database),https://stepik.org/course/186264,SQL,14,68.85911448483341
Пакет курсов. Базы данных и SQL с нуля до профи.,https://stepik.org/course/212383,Большие курсы,5,68.85406469307536
Управление проектами: полное погружение в PMBOK-7,https://stepik.org/course/163258,Soft Skills,40,68.82485288522878
"Профессия Travel manager - ""PREMIUM"" ",https://stepik.org/course/177543,Туризм и гостиничное дело,5,68.78802653820757
Современные методы обучения и образовательные технологии,https://stepik.org/course/136569,Дистанционное обучение,100,68.73558330015473
Adaptive Java,https://stepik.org/course/2403,Java,1,68.73097190692545
Фотополимерная 3D печать. Базовый курс для начинающих.,https://stepik.org/course/199717,3D-моделирование,1,68.72895348930575
Бухгалтерский учет,https://stepik.org/course/109232,1С и бухгалтерский учет,80,68.72662272880193
Basic Life Support and Automated External Defibrillation,https://stepik.org/course/48612,Первая помощь,281,68.69632076044363
Курс AutoCAD 2D,https://stepik.org/course/182431,3D и 2D моделирование,3,68.68472023805799
"Java. Functional programming [OLD, 2017]",https://stepik.org/course/1595,Computer Science,121,68.67401998348068
Продуктовый аналитик — а что будет на собесе? ,https://stepik.org/course/185365,Собеседования на работу в сфере IT,3,68.67385165284608
Введение в искусственные нейронные сети,https://stepik.org/course/100076,Data Science и ML,240,68.6716326149703
Tertiarm. Arduino и манипуляционная робототехника.,https://stepik.org/course/108374,Робототехника,12,68.6342799160833
"""Спутник"" для волонтёров и НКО, способствующих профилактике ВИЧ",https://stepik.org/course/114762,Здравоохранение,57,68.62058099602486
Современный менеджмент,https://stepik.org/course/97064,Управление проектами,32,68.59868446733272
Планировщик задач Gulp 4,https://stepik.org/course/101074,Веб-разработка,3,68.58651520390498
Шахматы для детей 4+,https://stepik.org/course/198490,Игры,2,68.57444405430395
"(РЕДАКТИРУЕТСЯ) Введение в программирование с нуля, на Java.",https://stepik.org/course/172057,Java,3,68.56759077197259
Python - ПОЛНЫЙ КУРС (часть 1),https://stepik.org/course/174852,Информатика,21,68.56091071250611
Игрофикация. Введение,https://stepik.org/course/62846,Современная грамотность,169,68.54256477578564
Excel для новичков,https://stepik.org/course/68712,Прокачать навыки,641,68.53549176399898
Информатика ЕГЭ 2023. №25: разбор всех возможных типов задач ЕГЭ,https://stepik.org/course/103008,Подготовка к ЕГЭ и ОГЭ,10,68.53020243974878
Лучший по Python. Часть 2,https://stepik.org/course/221885,В тренде,20,68.5206827148474
Python: самый быстрый курс,https://stepik.org/course/187914,Python,14,68.51745272707296
Русский сертификационный экзамен LPI Linux Essentials 010-160 ,https://stepik.org/course/195504,Linux,30,68.49373871898987
Инструменты дистанционного обучения,https://stepik.org/course/77210,Дистанционное обучение,64,68.46545158758562
Цифровые графические технологии в садоводстве,https://stepik.org/course/107176,Ландшафтный дизайн,36,68.44273118701196
Олимпиадное программирование. Базовый уровень,https://stepik.org/course/74336,Новые курсы,10,68.3753441045607
"Основы работы в консоли Linux, настройка сетевых служб (кластер)",https://stepik.org/course/74070,Linux,20,68.3723342322064
Основы современной профориентации в школе,https://stepik.org/course/210055,Педагогика и образовательные технологии,33,68.36938199079228
Бизнес аналитик в IT с Нуля до Специалиста,https://stepik.org/course/133779,Статистика и анализ данных,90,68.32092667233286
Японский 102: базовая грамматика,https://stepik.org/course/53728,Stepik рекомендует 👍,3,68.28917961804926
Python с нуля,https://stepik.org/course/103831,Программирование для начинающих,60,68.28653968330991
Оконные функции SQL,https://stepik.org/course/95367,Статистика и анализ данных,499,68.2778182646961
"Экспресс-курс по Arduino, электронике и физике",https://stepik.org/course/67650,Физика,5,68.26887418203744
Машинное обучение,https://stepik.org/course/8057,Data Science и ML,665,68.20749073260234
Грамматика английского языка: step by step (Step 3),https://stepik.org/course/137296,Повседневный английский,11,68.20526737108449
WordWise: Unlocking the English Lexicon. ,https://stepik.org/course/182433,Навыки обучения,3,68.2009983291906
Adobe Illustrator: основы векторной графики,https://stepik.org/course/101857,Дизайн и графика,41,68.18847157656745
Курс по Adobe After Effects - С нуля до результата!,https://stepik.org/course/177850,Дизайн,17,68.17013201554964
Олимпиадная физика: экспериментальные задачи,https://stepik.org/course/78892,Физика,4,68.16123155874926
Beauty ретушь в Adobe Photoshop   VIKSA BEAUTY RETOUCH,https://stepik.org/course/124568,Большая осенняя распродажа 2022,2,68.1552433633399
Конструирование медийной реальности,https://stepik.org/course/178015,Социология,12,68.13709183194125
ОГЭ 2025 РУССКИЙ ЯЗЫК: тренажер заданий ФИПИ,https://stepik.org/course/196132,Русский язык,1,68.13079509410915
Введение в ракетостроение,https://stepik.org/course/184966,Аэрокосмические технологии,5,68.11810495973721
Основы PascalABC.NET для школьников. Базовый курс,https://stepik.org/course/175985,Pascal,2,68.11709929268493
Лингвокультурология для переводчиков,https://stepik.org/course/74109,Лингвистика,4,68.11674006124491
ЗАДАЧА ДНЯ ДЛЯ БУХГАЛТЕРА 🧮,https://stepik.org/course/212778,Бухгалтерский учёт,24,68.08553786004022
Программа. Linux: с нуля до сертификата,https://stepik.org/course/198983,Большие курсы,20,68.08168055539761
Работа судебного юриста с гражданским делом. Некоторые основы.,https://stepik.org/course/51023,Прокачать навыки,10,68.07411431150959
Рисуем в нейросети: нейросети для подростков,https://stepik.org/course/183335,"Нейросети, чат-боты и искусственный интеллект",9,68.07205245178596
МДК 02.01 Особенности организации игровой деятельности в ДОУ,https://stepik.org/course/67482,Разработка образовательных программ,4,68.04347503126846
1С программирование для начинающих,https://stepik.org/course/185939,Победители Stepik Awards 2024,20,68.0419040404507
Статистика в клинических исследованиях,https://stepik.org/course/99576,Статистика,90,68.0364260187616
"Компетенция Верстальщик - HTML, CSS, JavaScript",https://stepik.org/course/120081,JavaScript,9,68.02696738358706
Советский город как социально-культурный феномен,https://stepik.org/course/88220,География,5,68.01458334778705
Подготовка к аккредитации LEED GA / AP,https://stepik.org/course/16937,Архитектура,20,68.00292349087219
ЕГЭ по информатике. C часть (24 - 27 задания),https://stepik.org/course/59702,Подготовка к ЕГЭ и ОГЭ,15,67.96343232951713
ROBIN. Основы интеллектуальной автоматизации бизнес-процессов,https://stepik.org/course/171322,"Нейросети, чат-боты и искусственный интеллект",13,67.93777480632828
"Тренажер по вёрстке, плагин Emmet",https://stepik.org/course/113654,Frontend,330,67.9250695426701
PRO C#. Алгоритмы поиска и сортировки,https://stepik.org/course/23981,Программирование для начинающих,45,67.92362164181218
Система государственного и муниципального управления,https://stepik.org/course/61250,Право,505,67.92331011452676
Научиться быть рядом: курс для близких онкопациентов,https://stepik.org/course/186151,Психическое здоровье,6,67.92259038082523
SoftSkills c Яниной Коноваловой,https://stepik.org/course/69274,Прокачать навыки,22,67.9097729766811
English with the Little Prince,https://stepik.org/course/198371,Актуальные скидки,1,67.86189891913149
Физика без формул,https://stepik.org/course/70490,Физика,244,67.8418640477505
Химия в органическом сельском хозяйстве,https://stepik.org/course/177243,Сельское хозяйство,30,67.78775780363146
Тестировщик WEB приложений и API,https://stepik.org/course/132333,Тестирование ПО,3,67.78205480007796
Основы программирования ПЛК в среде CODESYS V3.5,https://stepik.org/course/123987,Микроконтроллеры,146,67.74631884352458
Классификация товаров по ТН ВЭД,https://stepik.org/course/176063,Логистика,4,67.74573326571719
PRO C#. Структуры данных,https://stepik.org/course/55971,Программирование для начинающих,21,67.7351713277308
Язык программирования C++. Базовый курс.,https://stepik.org/course/140282,Программирование,3,67.72450344159434
Испанский язык | Курс для начинающих | Elemental А1,https://stepik.org/course/100429,Весенняя распродажа 2023,3,67.7233032709501
Математический анализ (часть 2),https://stepik.org/course/711,Математика,40,67.70508824884918
Autodesk Revit 2023: Металлические конструкции,https://stepik.org/course/120496,Инженерное проектирование и моделирование,18,67.70398419455755
Маркетплейсы. Курс 4. Логистика маркетплейсов.,https://stepik.org/course/132205,Маркетинг и продажи,3,67.70231220678819
Правовые основы природопользования и охраны окружающей среды,https://stepik.org/course/146207,Право,11,67.6948124666863
Теория графов,https://stepik.org/course/5608,Математика,3,67.66201910578819
6 шагов к успешному выступлению,https://stepik.org/course/125804,Новогодний досуг 2024,110,67.65512328200755
Знакомство с компьютерной 2D анимацией для детей от 12 до 70 лет,https://stepik.org/course/176931,3D и 2D моделирование,4,67.6400444384563
Создание презентаций,https://stepik.org/course/193507,Дизайн и графика,3,67.6291866066525
PRO Go. Алгоритмы поиска и сортировки,https://stepik.org/course/187420,Go (Golang),4,67.62882137723074
LPI Linux Essentials 010-160 Cert Exam Practice (short version),https://stepik.org/course/201969,Операционные системы,6,67.6214653961398
Игра на Vue.js,https://stepik.org/course/99855,JavaScript,4,67.59551493505909
Погружение в JavaScript: для продолжающих,https://stepik.org/course/193152,Веб-разработка,3,67.58964039703412
Эффективная презентация проекта,https://stepik.org/course/102681,Soft skills,360,67.58888755764391
Как опубликовать статью по праву в зарубежном журнале Scopus/Web,https://stepik.org/course/105995,Гуманитарные науки,1,67.57701680156339
Основы маркетинга для социальных предпринимателей,https://stepik.org/course/183827,Привлечение средств,10,67.57544258434662
Математическая логика,https://stepik.org/course/83911,Математическая логика,3,67.56563315107762
Java Тренажер,https://stepik.org/course/182389,Java,11,67.5599015450512
Как найти себя и доводить начатое до конца? Психология тренинг,https://stepik.org/course/174767,Курсы для заботы о себе,2,67.55719156560971
Программа обучения социальному проектированию «Лаборатория ПРО»,https://stepik.org/course/189621,Управление проектами,2,67.55257815275736
Создаем мессенджер на базе Python asyncio,https://stepik.org/course/131881,Веб-разработка на Python,1,67.55058861067475
Обществознание 2.0: Расширение тематических границ ЕГЭ,https://stepik.org/course/185923,Обществознание,3,67.51181055033987
Успешные Продажи: Тренинг для Нового Поколения,https://stepik.org/course/212610,Актуальные скидки,1,67.51151734705994
"Нестандартный курс по английскому языку ""Magic English""",https://stepik.org/course/101725,Повседневный английский,508,67.51026433354751
Глобальное управление,https://stepik.org/course/64598,Управление персоналом,58,67.49470019091441
Базовый курс подготовки к ОГЭ по математике,https://stepik.org/course/85,Математика,325,67.45779937631234
Школа зооволонтёра,https://stepik.org/course/24055,Домашние животные,89,67.44515867660358
Нейросети для новичков,https://stepik.org/course/193510,Нейронные сети,3,67.43453145915923
ЕГЭ Информатика 2025 - Задание 25,https://stepik.org/course/115478,Подготовка к ЕГЭ и ОГЭ,10,67.39193422170375
Лучший по Python. Для всех начинающих!,https://stepik.org/course/214271,Python,720,67.38658456335929
Терминал Linux. Основы.,https://stepik.org/course/185439,Linux,190,67.3821066988079
Погружение в JavaScript: для начинающих,https://stepik.org/course/180784,JavaScript,662,67.38139361513207
Теория вероятностей и математическая статистика,https://stepik.org/course/182381,Статистика и анализ данных,10,67.35389472355372
"Фриланс на Tilda, видео-уроки по созданию сайта на Тильда ",https://stepik.org/course/197197,Tilda,36,67.32953790473914
ЕГЭ по математике 2025: координатно-векторный метод,https://stepik.org/course/8952,Математика,29,67.32070806072194
Профессия Android-разработчик + подготовка к собеседованию,https://stepik.org/course/121912,Разработка приложений,11,67.31716562033881
"Школа волонтеров ""Тамбовский волк""",https://stepik.org/course/109030,Домашние животные,10,67.31453661638707
"Тесты и задачи по HTML, CSS и JavaScript",https://stepik.org/course/182715,JavaScript,50,67.31438050973694
Азбука финансов,https://stepik.org/course/56728,Прокачать навыки,311,67.30408306345993
Process Mining: Анализ данных процессов с помощью Python,https://stepik.org/course/138171,Python для анализа данных и DS,7,67.28028292221627
Шухăшла - основы аналитического мышления (THINK-101),https://stepik.org/course/187981,Научное мышление,1,67.27919286753085
Лучшее объяснение всех времён английского языка,https://stepik.org/course/169146,Повседневный английский,15,67.24588301476308
Big Data for Data Science,https://stepik.org/course/101272,SQL,10,67.22466096681806
Реабилитация наркозависимых и вопросы ВИЧ/СПИДа,https://stepik.org/course/101106,Здравоохранение,12,67.20116358305526
Взаимодействие патоморфолога и онколога. Ключевые моменты,https://stepik.org/course/80779,Биология и медицина,58,67.19025560931358
Автоматизация тестирования с помощью Selenium и Python,https://stepik.org/course/575,Информатика,1477,67.17744540477419
"Deep Learning (семестр 1, осень 2020): продвинутый поток",https://stepik.org/course/82177,Программирование для опытных,10,67.1543879151905
Биосовместимые материалы и технологии их получения,https://stepik.org/course/106922,Нанотехнологии,74,67.12018178009244
Многопоточный Python,https://stepik.org/course/190100,В тренде,20,67.10510385811726
Инвестиционный банкинг изнутри,https://stepik.org/course/82,Бизнес и финансы,210,67.09868485756448
Грамматика английского языка для начинающих,https://stepik.org/course/94175,Английский язык,1341,67.06783318482867
Введение в специальность: BIM-Менеджер,https://stepik.org/course/102218,Моделирование зданий,4,67.06729813383465
ЕГЭ Информатика 2025 - Задания 1-23 «ПЕРВАЯ ЧАСТЬ»,https://stepik.org/course/121057,Информатика,3,67.05376106466986
"Оформляем документы по закону, или 10 шагов к стабильной НКО",https://stepik.org/course/123215,Право,34,67.04334493858106
Векторная алгебра с NumPy,https://stepik.org/course/172781,Математика,10,67.03484821741739
"HTML (Hypertext Markup Language) // Веб-технологии, часть I",https://stepik.org/course/122510,Frontend,10,67.01173760982617
Основы HTML и CSS,https://stepik.org/course/58973,Информатика,30,67.00805103392074
Информационные технологии. Работа с электронными таблицами Excel,https://stepik.org/course/52483,Excel,1676,67.00032807674333
Быстрый старт в FastAPI Python,https://stepik.org/course/179694,Python,110,66.97290868578011
Введение в нейронные сети (Keras/Tensorflow),https://stepik.org/course/127274,Data Science и ML,9,66.95509633441927
АГРОХИМИЯ,https://stepik.org/course/189239,Сельское хозяйство,54,66.95176881168152
Jetpack Compose полный курс,https://stepik.org/course/125685,Kotlin,20,66.94859605534278
Керамика. Про глазури,https://stepik.org/course/68347,Рисование,3,66.93916536908627
Рекрутмент: Введение в профессию,https://stepik.org/course/14234,Управление персоналом,33,66.92741016214599
Современный преподаватель: цифровизация в простых навыках,https://stepik.org/course/185101,Цифровая грамотность,50,66.92085422526894
Теооретические основы информатики,https://stepik.org/course/128087,Вычислительная математика,10,66.91888709668032
Web-технологии: практический курс CSS,https://stepik.org/course/109663,Frontend,10,66.90589291590946
NumPy-массивы в Python,https://stepik.org/course/113585,Программирование для начинающих,35,66.89435414889816
Java (Джава) для начинающих: с нуля до сертификата Oracle,https://stepik.org/course/115662,Программирование для начинающих,60,66.89395930710555
Основы строительного дела,https://stepik.org/course/53441,"Инженерия, проектирование, архитектура",43,66.88094571038502
Операционные системы,https://stepik.org/course/182868,Операционные системы,4,66.87415043333313
Основы клинического использования антибиотиков,https://stepik.org/course/6699,Биология и медицина,226,66.84785839808544
Основы журналистики. Статья и репортаж,https://stepik.org/course/90839,Журналистика и PR,7,66.84696234414139
"ОГЭ математика на минимум - ""Лишь бы сдать...""",https://stepik.org/course/130316,Математика,20,66.83209886275526
"Нейросети, искусственный интеллект (AI) - инструмент будущего",https://stepik.org/course/205439,Цифровая грамотность,10,66.82210616441003
Дискретные структуры,https://stepik.org/course/83,Математика,23,66.78852091542268
"Добрый, добрый Python с Сергеем Балакиревым",https://stepik.org/course/100707,С чего начать 🔥,969,66.77830156746867
PRO Kotlin. Основы программирования,https://stepik.org/course/131507,Разработка приложений,60,66.76837171258084
Тестирование JavaScript и React приложений,https://stepik.org/course/200433,Веб-разработка,10,66.7574814731673
ЕГЭ по английскому и его подводные камни,https://stepik.org/course/106660,Подготовка к ЕГЭ и ОГЭ,3,66.75397199686557
Фондовый рынок для частных инвесторов (Mass Affluent и HNW),https://stepik.org/course/116613,Бизнес и финансы,12,66.73443154044189
Технологии искусственного интеллекта анализа данных в с.-х.,https://stepik.org/course/177247,"Нейросети, чат-боты и искусственный интеллект",39,66.72898281703759
Дизайнер карточек для маркетплейсов,https://stepik.org/course/191632,Маркетинг и продажи,7,66.72612001273791
Подготовка к ЕГЭ по русскому языку ,https://stepik.org/course/7798,Курсы для школьников,1530,66.71887697866504
