name,link,category,reviews amount,total score
Autodesk AutoCAD 2023: 2D черчение,https://stepik.org/course/117875,3D и 2D моделирование,1,99.6281445380998
Тестирование ПО: Manual QA engineer / Ручной тестировщик с нуля,https://stepik.org/course/187739,Тестирование ПО,1,99.60879424082398
Искусство эпохи Возрождения,https://stepik.org/course/210287,Искусствоведение,1,99.59909507419762
Багаж тестировщика: тестирование требований и макетов,https://stepik.org/course/186381,Тестирование ПО,1,99.53229503814833
Аналитика данных,https://stepik.org/course/195138,SQL,2,99.44225225675494
Медитация за 7 дней для занятых,https://stepik.org/course/174650,Курсы для заботы о себе,1,99.27252839342555
Разработка приложений с Flutter и Dart для IOS и Android,https://stepik.org/course/191099,Актуальные скидки,1,99.14511908899186
Формирование метапредметных УУД средствами ИКТ,https://stepik.org/course/109475,Разработка образовательных программ,1,98.96488424681198
JavaScript: от теории к практике,https://stepik.org/course/122729,JavaScript,1,98.95765372645673
Zabbix 6. Мониторинг IT инфраструктуры предприятия,https://stepik.org/course/218689,Маркетинг и бизнес,1,98.59445998063563
React Native и Expo Router,https://stepik.org/course/206721,Веб-разработка,1,97.81259190740128
Массаж For Sc (коррекция фигуры),https://stepik.org/course/209628,Красота и стиль,1,96.99921212510863
Олимпиадное программирование на С++ с решением задач Codeforces,https://stepik.org/course/194965,Программирование,1,96.60290860818863
ЕГЭ по русскому языку (лексические нормы) ,https://stepik.org/course/178425,Русский язык,2,95.81208715059401
Pro-качинг. Интенсив для микростокеров. САМОСТОЯТЕЛЬНОЕ ОБУЧЕНИЕ,https://stepik.org/course/182805,Графический дизайн,1,95.15103204554404
10 шагов к красивой речи (с обратной связью),https://stepik.org/course/219028,Саморазвитие и полезные навыки,1,94.83913765512384
ЕГЭ по математике: планиметрия,https://stepik.org/course/113886,Математика,1,94.80880984832429
Веб-дизайн в Figma: ключ к успеху,https://stepik.org/course/133501,Дизайн и графика,2,93.9372760915089
Информатика ЕГЭ 2025: Подготовка на 90+ за 5 месяцев,https://stepik.org/course/199392,Актуальные скидки,3,93.22735494740391
Основы SQL. Применение SQL в ABC-XYZ анализе,https://stepik.org/course/198137,SQL,1,93.078860432612
Бестселлер за 8 недель. Как написать и издать книгу [Автор],https://stepik.org/course/114610,Гуманитарные науки,1,92.96888316199082
Ликбез для предпринимателя. Поиск и оформление работников,https://stepik.org/course/122539,Большая осенняя распродажа 2022,1,92.67477459445558
"Профессия Travel manager - ""ХОЧУ РЕЗУЛЬТАТ"" ",https://stepik.org/course/177544,Туризм и гостиничное дело,1,92.55984892655982
"Пошаговый гайд ""Как войти в IT?""",https://stepik.org/course/209064,Собеседования на работу в сфере IT,1,92.44277197637716
Английский язык. Уровень А1+А2,https://stepik.org/course/202591,Английский язык,1,91.84939971838173
Математика ЕГЭ Профиль (1 -16) ЕГЭ 2025 От А до Я,https://stepik.org/course/181984,Математический анализ,3,91.2994281469996
Пакет Backend-Разработчик,https://stepik.org/course/187191,Веб-разработка,1,91.29733012908363
ЕГЭ МАТЕМАТИКА 2025 - задания 1 - 12 «короткая часть» (профиль),https://stepik.org/course/182315,Математика,1,91.25211166874436
"Тригонометрия с нуля: все, что нужно для ЕГЭ",https://stepik.org/course/213307,Подготовка к ЕГЭ и ОГЭ,1,91.2462396937379
Гибкие навыки руководителя,https://stepik.org/course/181550,Управление персоналом,1,90.92036544346355
1. Как нравиться себе на видео (с обратной связью),https://stepik.org/course/219029,Саморазвитие и полезные навыки,1,90.75334593585929
Ручная пластика лица,https://stepik.org/course/211825,Здоровье,1,90.5371441400157
BIM-модели элементов вентиляционных систем в Autodesk Revit,https://stepik.org/course/114733,Большая осенняя распродажа 2022,1,90.5138427625495
"Autodesk Revit: Сборник курсов ""Архитектура и конструкции""",https://stepik.org/course/181167,Большие курсы,3,90.46737093345342
ProКоммуникации: Курс по деловой переписке,https://stepik.org/course/185360,Маркетинг и бизнес,6,90.43824487509018
Мобильный монтаж в capcut для новичков,https://stepik.org/course/134631,Фотография и видеосъёмка,3,90.28465009803692
Прокачай Java,https://stepik.org/course/193674,Программирование,2,90.12433978084644
"Экспресс курс ""Персональные данные""",https://stepik.org/course/128231,Право,2,90.10119746737874
Самый полный курс по SQL и БАЗАМ ДАННЫХ (С КУРАТОРОМ),https://stepik.org/course/183400,Курсы с расширенной поддержкой,2,90.09292011580744
ЕГЭ ОБЩЕСТВОЗНАНИЕ - 2025 | Человек и общество,https://stepik.org/course/125583,ЕГЭ по истории и обществознанию,1,89.98810770412729
B2B-маркетинг,https://stepik.org/course/180692,Маркетинговая аналитика,1,89.93649265773054
Информатика ЕГЭ №24-27,https://stepik.org/course/110631,Подготовка к ЕГЭ и ОГЭ,4,89.90210889331674
"Текстик, не болей: редакторская реанимация материалов",https://stepik.org/course/77743,Прокачать навыки,1,89.85715465249689
Устойчивое развитие. Успешный бизнес по новым требованиям,https://stepik.org/course/181296,"Бизнес, менеджмент, право",1,89.71800388714524
Kotlin с нуля до Junior + Подготовка к собеседованию,https://stepik.org/course/207758,Победители Stepik Awards 2024,3,89.38925102757639
КодИИм: задания для курса,https://stepik.org/course/172774,NumPy,7,89.2088515113796
Маркетплейсы. Финансы и аналитика продаж,https://stepik.org/course/202078,Маркетинг и бизнес,2,88.94843418716746
Подготовка к сдаче квалификационного экзамена на статус адвоката,https://stepik.org/course/185539,Саморазвитие и полезные навыки,2,88.78265506750674
Бизнес-слайды: как не допускать 17 повальных ошибок презентаций,https://stepik.org/course/209577,Мини-курсы,3,88.56248104535898
Linear Algebra: Problems and Methods,https://stepik.org/course/79,Editors' choice,3,88.42304062607298
Продвинутый Golang,https://stepik.org/course/223447,Go (Golang),1,88.36450092977528
IELTS Academic 4-Skills Course (Practice-based),https://stepik.org/course/63751,Popular courses,4,88.28596288757744
Инструменты разработчика,https://stepik.org/course/114174,Программирование для опытных,2,87.69027436833359
Python Engineer с нуля до junior,https://stepik.org/course/209150,Актуальные скидки,3,87.67524638841854
SwiftUI Layout - верстка,https://stepik.org/course/210400,Swift,1,87.65095666046976
GOLANG NINJA. Искусство написания сервиса,https://stepik.org/course/105653,Веб-разработка,1,87.52005279328037
Библиотеки Python для Data Science,https://stepik.org/course/129105,Python для анализа данных и DS,3,87.04293993295225
ЕГЭ по математике 2025 профильный: № 8 и 12 (Производные),https://stepik.org/course/202102,Математический анализ,2,86.92728481720839
РАЗУМНЫЙ ИНВЕСТОР,https://stepik.org/course/122690,Бизнес и финансы,3,86.8717397706487
Django REST Framework (DRF) для начинающих,https://stepik.org/course/179999,В тренде,2,86.84159246827738
Certified Kubernetes Administrator (CKA) + практический опыт,https://stepik.org/course/184745,DevOps и системное администрирование,1,86.74222286336966
Волонтёр безопасности,https://stepik.org/course/82879,Первая помощь,3,86.6979795484964
Основы программирования Python для ЕГЭ,https://stepik.org/course/101027,ЕГЭ и ОГЭ,3,86.38355338190723
Нейро-дизайнер интерфейсов в Figma,https://stepik.org/course/193477,Дизайн и графика,5,86.30862715887864
"Добрый, добрый ООП C++ с Сергеем Балакиревым",https://stepik.org/course/205781,Новые курсы,10,86.2085386622637
Дистанционные образовательные технологии для СПО,https://stepik.org/course/85623,Дистанционное обучение,10,86.196164398534
ЕГЭ ИНФОРМАТИКА 2025 - задания 1 - 23 «короткая часть»,https://stepik.org/course/182421,Информатика,1,86.10548053399654
Организация прямых трансляций киберспортивных мероприятий ,https://stepik.org/course/174815,Игры,2,85.62940562100829
Международное право,https://stepik.org/course/104500,Юриспруденция,2,85.60360895006778
English Language Teaching: Materials and Planning,https://stepik.org/course/114651,Педагогика и образовательные технологии,3,85.56646644302097
Как разработать маркетинговую стратегию,https://stepik.org/course/210508,Маркетинг и бизнес,1,85.48009248963442
Аудирование английского языка по фильму Шарада / Charade (1963).,https://stepik.org/course/182512,Кино и театр,1,85.46981253244881
Устная речь - диагнозы. ,https://stepik.org/course/172647,Семья и дети,3,84.97746278769279
Основы Agile,https://stepik.org/course/183476,Управление проектами,4,84.95138809990198
Разработчик 2D и 3D игр на игровом движке Unity с нуля до про.,https://stepik.org/course/197819,Актуальные скидки,2,84.91195347719224
Акустическая гитара: Механика. Часть 1,https://stepik.org/course/103196,Прокачать навыки,10,84.68373413316436
Основы анализа текстовых данных,https://stepik.org/course/91296,"Нейросети, чат-боты и искусственный интеллект",1,84.57497305739842
Principles of integrated and value-based healthcare,https://stepik.org/course/2088,"Нейросети, чат-боты и искусственный интеллект",7,84.43656492616172
ЕГЭ МАТЕМАТИКА 2025 - задания 13 15 16 (профиль),https://stepik.org/course/185005,Алгебра и теория чисел,1,84.01156806983059
Основы палеонтологии: читаем геологическую летопись,https://stepik.org/course/180311,Саморазвитие и полезные навыки,3,83.92896358093786
"""Выкса. Доступ есть"" - доступность и инклюзивная культура",https://stepik.org/course/104496,Инклюзивное обучение,1,83.709549302925
Химия ЕГЭ 2025. Блок общей химии,https://stepik.org/course/117953,Подготовка к ЕГЭ и ОГЭ,6,83.61467308498875
BotLab: Лаборатория создания телеграм ботов,https://stepik.org/course/181438,Веб-разработка,3,83.56805841591796
"Курс-профориентация ""Нужно ли тебе в тестирование?""",https://stepik.org/course/207126,Мини-курсы,4,83.42137832249246
Турбовечеринка,https://stepik.org/course/86424,Создавайте онлайн-курсы,3,83.41433453854216
ЕГЭ математика Профиль 2025 - Задание 13 (Тригонометрия с нуля),https://stepik.org/course/213517,Актуальные скидки,1,83.38981114929584
ЕГЭ по математике 2025 профильный: № 14 (Стереометрия),https://stepik.org/course/171644,Математика,3,83.36036358048717
Верстка сайтов HTML CSS. Создание сайтов. Легкий уровень,https://stepik.org/course/195283,JavaScript,1,83.276199748627
Подготовка к ОГЭ по информатике,https://stepik.org/course/50659,Подготовка к ЕГЭ и ОГЭ,7,83.26562295710515
55 Days of English,https://stepik.org/course/208085,Лингвистика,3,83.26467753769364
Линейная алгебра,https://stepik.org/course/83142,Математический анализ,3,83.2378753709363
PRO C#. Коллекции,https://stepik.org/course/194856,В тренде,3,83.11233779521113
ЭКОНОМИЧЕСКИЙ НАВИГАТОР | КУРС ПО ЭКОНОМИКЕ 2025 💯,https://stepik.org/course/196950,Обществознание,1,83.08678851392888
 Pro Брускетты. Кулинарная революция на вашей кухне,https://stepik.org/course/216272,Еда и напитки,2,82.97602823131672
"Профессия ""Инженер технической поддержки"" - ваш старт в IT",https://stepik.org/course/176505,Авторы месяца,3,82.89296409244544
Прокрастинация. Убери прямо сейчас всего за 15 минут! Психология,https://stepik.org/course/221800,Саморазвитие и полезные навыки,2,82.82598338689563
"Управление автоматизации баз данных, автоматизированная система ",https://stepik.org/course/205805,"Нейросети, чат-боты и искусственный интеллект",4,82.79625454573059
Корейский с нуля. Знакомство (1급),https://stepik.org/course/99311,Иностранные языки,2,82.7930274940955
ЕГЭ по информатике. Системы счисления,https://stepik.org/course/117873,Информатика,2,82.78104748884432
Воспитание на основе здравого смысла,https://stepik.org/course/195406,Семья и дети,1,82.75659555697894
Управление стартап-проектами,https://stepik.org/course/209031,Маркетинг и бизнес,8,82.74983524777544
Звуко-буквенный разбор на 5+,https://stepik.org/course/129328,Русский язык,1,82.74045845021338
PRO C#. Создание Telegram бота,https://stepik.org/course/205788,Мобильная разработка,3,82.68560207270639
Проектирование архитектуры и интеграций сервисов (с проверкой),https://stepik.org/course/176504,Курсы с расширенной поддержкой,5,82.63167644389779
Yummy Python,https://stepik.org/course/100507,Программирование для начинающих,3,82.60952281078207
Алготрейдинг с нуля: Первые шаги в MQL5 на Forex и криптовалютах,https://stepik.org/course/108167,Программирование,3,82.6002625132492
"Профессия "" Travel manager"" -  освой профессию и получи работу ",https://stepik.org/course/131265,Туризм и гостиничное дело,3,82.56948149167683
Паттерны в иллюстрации,https://stepik.org/course/57934,Soft Skills,50,82.55972481358947
"Маркетинг, создание и продвижение бизнеса ВКонтакте с нуля.",https://stepik.org/course/114080,Маркетинг и продажи,2,82.5554423555817
PRO Go. Базовый курс по структурам данных,https://stepik.org/course/187922,Go (Golang),2,82.40610868942643
ЕГЭ по литературе 2024 (курс с учетом НОВОЙ ПРОГРАММЫ ЕГЭ),https://stepik.org/course/182820,Литература,1,82.32372114035901
Термодинамика и молекулярная физика,https://stepik.org/course/67117,Физика,1,82.31151858455749
Юридический английский язык. Перевод договоров.,https://stepik.org/course/55011,"Бизнес, менеджмент, право",2,82.2456218578267
Photoshop c нуля. Без воды,https://stepik.org/course/181756,Победители Stepik Awards 2024,10,82.2432608134009
"Маркетплейсы. Курс 5. Unit-экономика, бюджетирование проекта.",https://stepik.org/course/132206,Маркетинг и продажи,4,82.1802088313995
HTML CSS (Lite),https://stepik.org/course/177582,Frontend,4,82.1645163476143
ЕГЭ по литературе 2024 (в соответствии с изменениями),https://stepik.org/course/204053,Литература,1,82.1220840253582
Параметрическое моделирование в Grasshopper,https://stepik.org/course/51851,Большие курсы,3,82.03056693759136
Английский фундамент,https://stepik.org/course/180866,Повседневный английский,1,82.01120533400517
"Курс по CorelDRAW: теория, практика и домашние задания",https://stepik.org/course/115987,Дизайн и графика,31,81.86274508880072
Тильда без кода Базовая,https://stepik.org/course/197527,Web-дизайн,2,81.83701766307858
"Frontend разработчик на HTML, CSS и JavaScript",https://stepik.org/course/113402,Авторы месяца,20,81.75126514451323
Kotlin Multiplatform шаг за шагом,https://stepik.org/course/197466,Kotlin,3,81.73805374899527
"Профессия "" Travel manager""+ -  освой профессию и получи работу.",https://stepik.org/course/129525,Туризм и гостиничное дело,3,81.73064685287672
Kotlin JVM - курс для продвинутых,https://stepik.org/course/132687,Разработка приложений,7,81.72591489936616
Инновационная робототехника LEGO Mindstorms EV3,https://stepik.org/course/73524,Робототехника,5,81.71818466720057
Практический Тренажер по JavaScript,https://stepik.org/course/172576,JavaScript,7,81.71116852829054
Код самурая: Golang с нуля до мастерства,https://stepik.org/course/200463,Go (Golang),4,81.70208721701486
Веб дизайн в Figma Продвинутый уровень | Создание UI KIT в FIGMA,https://stepik.org/course/128009,Дизайн и графика,3,81.50356699701203
ЕГЭ (Математика) 1 часть | kotolis.ru,https://stepik.org/course/55461,Подготовка к ЕГЭ и ОГЭ,12,81.50052029733854
ЕГЭ Информатика 2025 - Задание 27,https://stepik.org/course/111154,Информатика,8,81.48123267002434
Методика преподавания английского языка (CELTA/TKT),https://stepik.org/course/123073,Повседневный английский,8,81.44947997250792
ЕГЭ ОБЩЕСТВОЗНАНИЕ - 2025 | Экономика,https://stepik.org/course/127150,ЕГЭ по истории и обществознанию,3,81.42420187384292
Программирование на Python с Нуля + Работа с SQL,https://stepik.org/course/134773,Программируем с нуля,40,81.41834885742709
Машинное Обучение в Python: Большой Курс для Начинающих,https://stepik.org/course/129449,Программирование для начинающих,89,81.34735942301157
Планирование и установка Exchange Server 2016,https://stepik.org/course/219492,Маркетинг и бизнес,1,81.33430399675083
PrepTalk | все о предлогах в английском,https://stepik.org/course/182162,Мини-курсы,1,81.3194524234718
Adobe Premiere Pro 2023 для начинающих,https://stepik.org/course/133161,Производство и монтаж видео,3,81.31064902757481
Intermediate Vocabulary. Английский язык в словах,https://stepik.org/course/84659,Повседневный английский,4,81.25777950846755
Тренажер для заданий ЕГЭ по Информатике,https://stepik.org/course/53910,ЕГЭ по информатике,2,81.2270512029484
Фотография в ручном режиме. Основы фотографии кратко и ёмко,https://stepik.org/course/224025,Фотография,2,81.16420325833742
Статистика,https://stepik.org/course/74096,Статистика,3,81.0470966496412
Дизайнер сайтов на Tilda. С нуля до PRO,https://stepik.org/course/123461,Большая осенняя распродажа 2022,3,80.94409689204684
Системное управление личными финансами,https://stepik.org/course/72778,Soft skills,2,80.87468296466834
"Инструкция Авитолога 3.0, Авито в 2025 году",https://stepik.org/course/131195,Маркетинг и продажи,13,80.80708638687227
Создаем  AI-помощника Jarvis на ChatGPT-like моделях от Сбера,https://stepik.org/course/203007,Нейронные сети,3,80.57615752601328
Álgebra Linear - UFTM,https://stepik.org/course/94036,Popular courses,3,80.57510866465203
Excel: от новичка до аналитика,https://stepik.org/course/175185,Большие курсы,19,80.55969051139445
C# Тренажер,https://stepik.org/course/201649,Бэкенд-разработка,3,80.35700244337853
Онлайн-марафон КРИОХАКИНГ: ЭНЕРГИЯ ХОЛОДА,https://stepik.org/course/185478,Здоровье,2,80.21186543610422
Introduction to Plasmonics,https://stepik.org/course/24660,Нанотехнологии,1,80.20262765456354
Cross-Cultural Features of Personality and Social Behaviour,https://stepik.org/course/74495,Культурология,35,80.14989079225727
1С: Система компоновки данных,https://stepik.org/course/187221,Программирование,3,80.04992201395234
Беспилотная авиация. Покоряй воздух - побеждай в Кванториаде,https://stepik.org/course/69206,Аэрокосмические технологии,1,79.96004812614888
Командная строка Linux,https://stepik.org/course/171984,Linux,7,79.79601512406404
1С программирование для начинающих с преподавателем,https://stepik.org/course/215410,Программирование,1,79.67678142224817
Акустическая гитара: Механика. Часть 2,https://stepik.org/course/122291,Большая осенняя распродажа 2022,3,79.58844765458757
ВИРТУАЛЬНАЯ СТАЖИРОВКА JAVA,https://stepik.org/course/210937,Java,10,79.55128283563992
"Видеокурс для подготовки к конкурсу ""Молодёжь Приморья""",https://stepik.org/course/181662,Волонтёрство,4,79.54491467162049
"""Фонарик"" обучение трюкам с мыльными пузырями Марины Коваль.",https://stepik.org/course/123786,Большая осенняя распродажа 2022,4,79.5186209414857
React (mini),https://stepik.org/course/218079,Веб-разработка,2,79.45362359537782
Русский язык. Подготовка к ЕГЭ 2025,https://stepik.org/course/83605,Подготовка к ЕГЭ и ОГЭ,9,79.42497227647549
"Курс по фотографии ""Черно-белая фотография""",https://stepik.org/course/128739,Творчество,4,79.33541006702373
Основы бухгалтерского учета и налогообложения,https://stepik.org/course/122723,Большие курсы,60,79.32976226249588
Китайский язык. Фонетический тренажер с обратной связью,https://stepik.org/course/108146,Языковые курсы,10,79.26244731240362
Искусство коммуникации II,https://stepik.org/course/100551,Большая осенняя распродажа 2022,2,79.2206424079901
Наноматериалы,https://stepik.org/course/52514,Нанотехнологии,2,79.17008444295578
"Разговорный английский по сериалу ""Wednesday""",https://stepik.org/course/177071,Повседневный английский,3,79.15942191878939
ЕГЭ информатика 2022. Годовой курс.,https://stepik.org/course/88098,Информатика,3,79.15407498535039
О рисунке. Основы изобразительной грамоты для начинающих,https://stepik.org/course/102247,Компьютерная графика,2,79.09733886118688
ОГЭ Математика. Видеокурс-тренажёр.,https://stepik.org/course/30576,Подготовка к ЕГЭ и ОГЭ,5,79.07729117329167
ЕГЭ ОБЩЕСТВОЗНАНИЕ | Социальные отношения,https://stepik.org/course/123116,ЕГЭ по истории и обществознанию,10,79.07065855953988
Advanced\Расширенный Power Query для бизнес-пользователей,https://stepik.org/course/199534,Маркетинг и бизнес,5,79.06350877956424
Задание 26 ЕГЭ по русскому языку - средства связи в тексте,https://stepik.org/course/102739,Русский язык,6,79.03814293564784
PRO C#. ООП на практике,https://stepik.org/course/58658,Программирование для опытных,38,79.01964231208459
Курс по WordPress с нуля до результата. Создание сайтов без кода,https://stepik.org/course/208466,Актуальные скидки,9,78.978889282699
ЕГЭ по математике 2025 профильный: № 18 (задача с параметром),https://stepik.org/course/115823,Математика,4,78.97301711043674
Нескучный итальянский: учим язык по песням!,https://stepik.org/course/124632,Итальянский язык,3,78.91066403952746
Python в нескучных примерах (50),https://stepik.org/course/185238,Python,3,78.88643528851469
"Stable Diffusion для создания AI видео, ИИ обработка видео",https://stepik.org/course/195001,"Нейросети, чат-боты и искусственный интеллект",1,78.87927546315974
Градомоделирование и анализ GIS данных в Grasshopper базовый,https://stepik.org/course/86125,Инструменты для анализа данных,10,78.87295088740967
Основы PascalABC.NET для школьников. Углубленный курс,https://stepik.org/course/175986,Pascal,1,78.83140680308422
Фармакология общая и частная,https://stepik.org/course/185488,Здравоохранение,4,78.73259446992064
Работа с функциями в Microsoft Excel,https://stepik.org/course/187023,Microsoft Excel и Google-таблицы,3,78.65258830507183
Старт карьеры в IT. Front-end разработчик сайтов с нуля.,https://stepik.org/course/175308,JavaScript,6,78.63722636444346
"Химия элементов - максимум логики, минимум зубрёжки",https://stepik.org/course/176335,Химия,2,78.51737677001888
Скажи НЕТ токсичным отношениям (психология отношений),https://stepik.org/course/124104,Психология,3,78.51432021311122
Прекращаем критику и давление от близких!Психологический тренинг,https://stepik.org/course/63250,Психическое здоровье,2,78.50587854822622
История зарубежной литературы рубежа XIX-XX веков,https://stepik.org/course/225269,Филология,2,78.42018459065487
Разведочный анализ данных,https://stepik.org/course/177213,Статистика и анализ данных,5,78.38383479321638
Создаем фреймворк – упрощенный аналог Python Django,https://stepik.org/course/131084,Веб-разработка на Python,1,78.3741819024321
Создание научно-популярного текста. Базовый курс.,https://stepik.org/course/183659,Журналистика и PR,2,78.19275314033813
SQL для всех. PRO,https://stepik.org/course/125646,Статистика и анализ данных,3,78.06952507712836
Spark на Scala,https://stepik.org/course/115252,Программирование для опытных,8,78.03949577784628
Задание 3 ЕГЭ по русскому - всё про стили речи,https://stepik.org/course/106883,ЕГЭ по русскому языку,4,77.97028286972628
Визуализация данных и основы работы в Tableau,https://stepik.org/course/92012,Статистика и анализ данных,42,77.95945482772211
3D-моделирование в AutoCAD: быстро и понятно,https://stepik.org/course/87663,3D и 2D моделирование,4,77.93057002394477
Kubernetes и Helm,https://stepik.org/course/194442,Инструменты DevOps,7,77.89775649166661
ML School by REU Data Science Club,https://stepik.org/course/133957,Data Science и ML,5,77.80399165952655
Марокканский массаж лица,https://stepik.org/course/202541,Красота и стиль,2,77.75112902380792
JavaScript. A3 Задачи,https://stepik.org/course/103167,JavaScript,10,77.74780378740223
Онлайн-курс «Autodesk Inventor без воды»,https://stepik.org/course/134760,Актуальные скидки,7,77.74186028607093
Задание 6 ЕГЭ по русскому языку - лексические нормы,https://stepik.org/course/177592,Подготовка к ЕГЭ и ОГЭ,4,77.71165728333142
WU BBE Entrance Exam Preparation,https://stepik.org/course/80024,Popular courses,12,77.64890156964042
Собеседование Java Developer.,https://stepik.org/course/116546,Java,3,77.62582841016446
Твой Golang,https://stepik.org/course/220674,Go (Golang),1,77.58557691618913
"Solid Edge 2020, основы трёхмерного моделирования",https://stepik.org/course/71668,3D и 2D моделирование,3,77.40176324055746
Роадмап деда-программиста. Python бэкенд с 0 до джуна.,https://stepik.org/course/133721,Новогодний досуг 2024,2,77.36443611703592
Second Step in NLP,https://stepik.org/course/133963,Data Science и ML,10,77.35733196884573
Обществознание. ЕГЭ. Базовая теория,https://stepik.org/course/120140,Готовимся к ЕГЭ вместе,1,77.32951179802171
Основы программирования на языке Java для детей,https://stepik.org/course/126090,Java,5,77.28661725103765
Компьютерные технологии в биологии,https://stepik.org/course/60859,Биология и медицина,90,77.22880099785792
Теоретические основы искусственного интеллекта,https://stepik.org/course/133195,"Нейросети, чат-боты и искусственный интеллект",2,77.22013308289579
Работа с платформой ROBIN RPA. Базовый курс.,https://stepik.org/course/127132,Архитектура ЭВМ,17,77.21416577869904
Go для чайников!,https://stepik.org/course/212525,Go (Golang),10,77.16042174368339
Autodesk Revit 2023: Железобетонные конструкции,https://stepik.org/course/126591,3D моделирование и проектирование,8,77.07899182653391
Невербальная коммуникация: как подготовиться к важной встрече,https://stepik.org/course/95391,Выбирают компании,40,77.05127966668005
Латинский язык и анатомическая терминология,https://stepik.org/course/53482,Классические языки,40,77.03950595855258
Junior FullStack Developer: Python+JavaScript (быстрый курс),https://stepik.org/course/204886,Фронтенд-разработка,1,76.99340741072302
Финансовый контроллинг затрат на материалы,https://stepik.org/course/124951,Маркетинг и бизнес,2,76.96617536904039
Введение в юриспруденцию,https://stepik.org/course/182037,Право,3,76.95282237187644
PROкачай ЭКОлайф: эколидер,https://stepik.org/course/65155,Прокачать навыки,20,76.90969913381993
Курс по Adobe Photoshop - (продвинутый уровень)!,https://stepik.org/course/106836,Дизайн и графика,47,76.88587719588044
SQL практикум. Продвинутый уровень,https://stepik.org/course/206995,SQL,18,76.81597982677451
Базовые основы ЭКГ-исследования,https://stepik.org/course/198242,Здравоохранение,3,76.75684925386373
"Advanced Excel: поиск решений, аналитика и прогнозирование",https://stepik.org/course/146872,Статистика и анализ данных,43,76.7205012405761
Тестирование ПО с Нуля до Специалиста,https://stepik.org/course/116411,Программирование для начинающих,760,76.70061642623061
Tableau Профессионал,https://stepik.org/course/94450,Статистика и анализ данных,3,76.67013881226887
Cross-cultural management,https://stepik.org/course/61646,Прокачать навыки,13,76.6467221095032
Компьютерная лингводидактика,https://stepik.org/course/57010,Лингвистика,20,76.64100052954959
Java + SQL + Spring: База Необходимых Знаний для Джуна,https://stepik.org/course/207238,Java,2,76.54702679317447
Школа модерации и коммуникации ЛИРО,https://stepik.org/course/183211,Организационное развитие,18,76.4586839125782
Глобальные и национальные цели развития для НКО,https://stepik.org/course/174226,НКО,10,76.45865159026637
Основы таможенного менеджмента,https://stepik.org/course/102865,Право,2,76.42774767147367
Старт в Data Science!,https://stepik.org/course/194633,SQL,10,76.42649303015196
Тестирование REST API в Postman - легкий старт в автоматизацию,https://stepik.org/course/131052,Stepik Awards 2023,100,76.38316987402808
IBaza Fit | Курс по фитнесу | Антиняшный марафон ,https://stepik.org/course/87597,Новогодний досуг 2024,3,76.37033595260702
Электронная музыка с 0 до 1000000,https://stepik.org/course/225066,Музыка и работа со звуком,1,76.36538112544122
Apache Airflow для аналитика (курс будет доступен с 1 Января),https://stepik.org/course/99527,Статистика и анализ данных,70,76.35832133674316
Инфекционные болезни. Экзамен на «отлично».,https://stepik.org/course/133895,Здравоохранение,5,76.35224150640114
ПреОбразование,https://stepik.org/course/112241,Педагогика и образовательные технологии,3,76.35174031334448
Специализация «Аналитик данных»,https://stepik.org/course/121043,Статистика и анализ данных,3,76.35149505400271
BIM Planet No2. Погружение в IronPython и Revit API,https://stepik.org/course/50277,Большие курсы,13,76.35115757903411
Алгоритмические задачи с собеседований,https://stepik.org/course/126012,Курсы для карьерного развития,9,76.34544801242136
ЕГЭ математика ПРОФИЛЬНЫЙ УРОВЕНЬ 2024-2025,https://stepik.org/course/123457,Математика,9,76.33625142024532
Развитие психолого-педагогических компетенций педагога,https://stepik.org/course/198752,Педагогика и образовательные технологии,4,76.3207224290926
Docker ,https://stepik.org/course/120182,DevOps и системное администрирование,4,76.30335239192331
Проактивное Мышление,https://stepik.org/course/126433,Soft skills,21,76.30146820378611
Java Core: Основы программирования,https://stepik.org/course/202947,Программирование,4,76.27323037053226
Интенсив Профильная математика ЕГЭ 2025: Экономика,https://stepik.org/course/213909,Актуальные скидки,5,76.23647715456228
Организационная диагностика,https://stepik.org/course/114100,Организационное развитие,6,76.2311346450864
Нормотворчество в органах местного самоуправления,https://stepik.org/course/133600,Право,3,76.21785057627348
Практический Machine Learning,https://stepik.org/course/125501,Data Science и ML,40,76.21479103593576
Объектно-ориентированное программирование  на Java,https://stepik.org/course/133183,Java,20,76.16944554023301
🎄 Новогодний квест по бухучету и налогам ❄️❄️❄️,https://stepik.org/course/132077,1С и бухгалтерский учет,20,76.12325148940273
ИИ для педагогов: как создавать презентации и тесты за 10 минут,https://stepik.org/course/212474,"Нейросети, чат-боты и искусственный интеллект",2,76.04719298242864
Генетика для ЕГЭ 2024. biotropism,https://stepik.org/course/179263,Генетика,3,76.04163283891832
Цикл лекций о современной живописи (3D-галерея + интерактив),https://stepik.org/course/181249,Новогодний досуг 2024,1,76.02897433974827
Введение в Data Science: от Python до машинного обучения,https://stepik.org/course/216469,"Нейросети, чат-боты и искусственный интеллект",3,76.02489850589407
Вопросы взаимодействия с социально ориентированными НКО,https://stepik.org/course/173880,НКО,18,76.022657296975
3д моделирование в MAYA,https://stepik.org/course/133412,3D моделирование и проектирование,6,75.99896164868325
"Большой разбор ФСБУ 25 ""Бухгалтерский учет аренды""",https://stepik.org/course/185995,1С и бухгалтерский учет,10,75.98118946601274
