name,link,category,reviews amount,total score,important reviews amount,important reviews part,average stars count,detail score,deep score,material quality score,problems quality score,coach skills score,practice experience score,feedback score,positive score,negative score,positive reviews part,negative reviews part,important positive reviews part,important negative reviews part,reviews amount * total score
Введение в Data Science и машинное обучение,https://stepik.org/course/4852,Новогодний досуг 2024,1215,66.2304035387206,586,0.4823045267489712,5.0,0.4807093905680837,0.4683442195406981,0.22463987382253126,0.12184543538638806,0.27668165010342105,0.37803838551375024,0.04429381854800269,0.8443453727529572,0.1560022711307347,0.8633744855967078,0.13662551440329218,0.8651877133105802,0.1348122866894198,80469.94029954552
Секреты хороших текстов,https://stepik.org/course/59247,Прокачать навыки,1056,65.78375350732783,585,0.5539772727272727,5.0,0.5516113553144075,0.43875811950575744,0.32733723920708346,0.12445974460804578,0.2029076665429561,0.3740567579121682,0.061685024790328884,0.8571373445297605,0.1431127965100159,0.8797348484848485,0.12026515151515152,0.8717948717948718,0.1282051282051282,69467.64370373818
Последний мяу: финальный курс (ЕГЭ 2024),https://stepik.org/course/54849,Подготовка к ЕГЭ и ОГЭ,1030,66.36228042683551,392,0.38058252427184464,5.0,0.38045398387419005,0.35456417705346627,0.178188716043453,0.08240853247811775,0.2770387589943391,0.3330277955024763,0.04614354714957902,0.7671008050914184,0.23309679391287558,0.7776699029126214,0.22233009708737864,0.8392857142857143,0.16071428571428573,68353.14883964058
Полезные функции Excel,https://stepik.org/course/3554,Статистика и анализ данных,1184,56.63415839199962,541,0.45692567567567566,5.0,0.45570072765676867,0.3972631953764092,0.15653621236282947,0.05267790008633326,0.07273234699364842,0.3517889449867837,0.013492275233555557,0.7222832994605571,0.27861082681369764,0.7432432432432432,0.25675675675675674,0.7079482439926063,0.2920517560073937,67054.84353612755
"""Поколение Python"": курс для начинающих",https://stepik.org/course/58852,С чего начать 🔥,950,68.99091941583255,540,0.5684210526315789,5.0,0.5689352959566666,0.5589586275509302,0.28112653433316154,0.29718057749842525,0.21119948777451147,0.484054156255703,0.08875502756288992,0.8320664786209205,0.168302122956681,0.8315789473684211,0.16842105263157894,0.8629629629629629,0.13703703703703704,65541.37344504092
"Добрый, добрый Python с Сергеем Балакиревым",https://stepik.org/course/100707,С чего начать 🔥,969,66.77830156746867,540,0.5572755417956656,5.0,0.5562904010823145,0.5058103973344552,0.32286887758620425,0.27173633035117495,0.33703815177275703,0.39309104102696374,0.07307665568453138,0.8215820622756324,0.1785538445058172,0.8400412796697626,0.15995872033023736,0.8222222222222222,0.17777777777777778,64708.174218877146
PHP - первое знакомство,https://stepik.org/course/87314,Новые курсы,1006,61.02242386006941,494,0.49105367793240556,5.0,0.4870727211666785,0.5050299812064767,0.15067046343066748,0.12455674878493839,0.1269143038477422,0.40359825667834254,0.052685089440829266,0.7627595361464733,0.23794190853345346,0.7823061630218688,0.21769383697813122,0.7692307692307693,0.23076923076923078,61388.55840322983
Go (Golang) - первое знакомство,https://stepik.org/course/100208,Программирование для начинающих,960,63.27569959209964,410,0.4270833333333333,5.0,0.4277159954021158,0.5483522616007577,0.14040017698911622,0.10692233799439918,0.13424972623164896,0.37840984733037053,0.0408883803202419,0.8027007936509715,0.1978468883819005,0.8197916666666667,0.18020833333333333,0.8195121951219512,0.18048780487804877,60744.67160841566
Java. Базовый курс,https://stepik.org/course/187,Информатика,1057,57.19891669527186,581,0.5496688741721855,5.0,0.5471875060847434,0.4710882751260335,0.18968990248271947,0.2739458090358658,0.11565485570896503,0.3578206537644302,0.03291004310119628,0.6914130059425968,0.3087955213016623,0.6991485335856197,0.3008514664143803,0.6402753872633391,0.35972461273666095,60459.25494690236
Программирование на Golang,https://stepik.org/course/54403,Информатика,1017,58.854455274270336,561,0.551622418879056,5.0,0.5467119217012166,0.49289594905274314,0.19071483443331752,0.2571018686376013,0.11883082400355496,0.3673458222408617,0.0499381595822961,0.7387207503221753,0.2616106372293645,0.7541789577187807,0.24582104228121926,0.7094474153297683,0.2905525846702317,59854.981013932935
Тестирование ПО с Нуля до Специалиста,https://stepik.org/course/116411,Программирование для начинающих,760,76.70061642623061,600,0.7894736842105263,5.0,0.7840815739013363,0.7005965338724643,0.5480967886857726,0.27224702947349955,0.5434971919193805,0.6338203602025858,0.32473806319722637,0.9092715621720632,0.09080458031722198,0.9302631578947368,0.06973684210526315,0.935,0.065,58292.46848393526
Программирование на языке C++,https://stepik.org/course/7,Информатика,984,58.61504704793769,584,0.5934959349593496,5.0,0.5881522833120337,0.521966888689541,0.22838768567406603,0.3014921388700272,0.1579464756734068,0.37218095555837816,0.04890895696103865,0.7102473232570025,0.2897283804275917,0.725609756097561,0.27439024390243905,0.6746575342465754,0.3253424657534247,57677.20629517069
Как учиться эффективно - Полина Кривых x I Love Economics,https://stepik.org/course/99892,Новые курсы,877,63.63115257928972,422,0.4811858608893957,5.0,0.48412485644312236,0.3564259819535252,0.2545128826311811,0.06233572564757018,0.14818589586572123,0.3707093492771642,0.03612985191509097,0.7957984289768213,0.20473212368325452,0.8038768529076397,0.1961231470923603,0.8270142180094787,0.17298578199052134,55804.52081203708
Создание курса на Stepik,https://stepik.org/course/5207,Прокачать навыки,839,62.78530361048381,284,0.33849821215733017,5.0,0.33998496862413013,0.2659228981034919,0.17410684288458922,0.0238956046313871,0.0595271350284975,0.3137580642193236,0.025771737165971524,0.8418419871909968,0.15892477739625638,0.8760429082240763,0.12395709177592372,0.9154929577464789,0.08450704225352113,52676.86972919592
Введение в SQL,https://stepik.org/course/191774,Мини-курсы,783,66.63489666850711,488,0.6232439335887612,5.0,0.6236090792056647,0.5962641774225501,0.32157220132735365,0.21472250015849195,0.19270649206589424,0.5231903843198606,0.11665992018052802,0.8410771912181486,0.159554815427418,0.8544061302681992,0.14559386973180077,0.8524590163934426,0.14754098360655737,52175.12409144107
Jira: ведение задач на электронных досках,https://stepik.org/course/10425,Информатика,846,60.37272601401726,400,0.4728132387706856,5.0,0.47363145687472374,0.40519626547206644,0.18105452872445973,0.02334826598266977,0.09731095445404939,0.43214469903017505,0.017980465783059663,0.8051343675902065,0.19558371497311544,0.8333333333333334,0.16666666666666666,0.8325,0.1675,51075.326207858605
Марафон данных: первое знакомство с SQL и Python,https://stepik.org/course/105359,Курсы для программистов,829,61.42957032035874,465,0.5609167671893848,5.0,0.5606566287694814,0.583125626441928,0.2526501612765751,0.08679499311101421,0.12022830501972341,0.5100015226153305,0.02897729760492432,0.7568758223284445,0.24407741324964852,0.767189384800965,0.23281061519903498,0.7677419354838709,0.23225806451612904,50925.113795577396
Риторика,https://stepik.org/course/4594,Гуманитарные науки,789,62.9019153167098,389,0.49302915082382764,5.0,0.49307231447497574,0.37849874455777677,0.2312385331466829,0.04050755480386655,0.21819448594522234,0.32236911097917476,0.043253354863823056,0.8268763527695528,0.17351193022259118,0.8428390367553865,0.15716096324461343,0.8329048843187661,0.16709511568123395,49629.61118488403
Основы интернет-маркетинга,https://stepik.org/course/4350,Онлайн-маркетинг,864,56.29079845228071,500,0.5787037037037037,5.0,0.5786199420618113,0.49377288361578126,0.21461048509644975,0.07953816880425561,0.200612737820677,0.3877550395044872,0.0573975240062823,0.7026990418604261,0.29771179932760317,0.7233796296296297,0.27662037037037035,0.644,0.356,48635.249862770535
Лучший по Python. Для всех начинающих!,https://stepik.org/course/214271,Python,720,67.38658456335929,474,0.6583333333333333,5.0,0.6536442972832396,0.5769085949075007,0.3889352906459509,0.09862174383342853,0.2693168289927813,0.5385456241299633,0.06209610758244253,0.8573888332508633,0.1430796132296867,0.8819444444444444,0.11805555555555555,0.879746835443038,0.12025316455696203,48518.34088561869
Как достичь понимания между родителями и детьми - подростками ,https://stepik.org/course/56046,Психология,737,64.08457797693207,221,0.29986431478968795,5.0,0.3017786376135241,0.28816483630685025,0.13729366902825094,0.013364213143094357,0.050883420093307395,0.27370585525181956,0.01968211203120456,0.841590953789894,0.15913357512502244,0.8846675712347354,0.11533242876526459,0.9366515837104072,0.06334841628959276,47230.33396899894
Машинное обучение,https://stepik.org/course/8057,Data Science и ML,665,68.20749073260234,362,0.544360902255639,5.0,0.5421157259427652,0.49663691060804444,0.3023290202299904,0.1382770975241595,0.32076326583091325,0.37219860334854393,0.042919462552789556,0.8583018376922613,0.14188841296030782,0.8796992481203008,0.12030075187969924,0.8950276243093923,0.10497237569060773,45357.98133718056
Основы программирования на C. Задачи.,https://stepik.org/course/3078,Информатика,719,62.99472503472412,369,0.5132127955493742,5.0,0.5064374471312502,0.5151044706068302,0.13559280585421965,0.32321740902549206,0.1472957026195516,0.3918200627073002,0.05896568148044263,0.7975672399035819,0.20281460607309096,0.8178025034770514,0.18219749652294853,0.7831978319783198,0.21680216802168023,45293.20729996664
Погружение в JavaScript: для начинающих,https://stepik.org/course/180784,JavaScript,662,67.38139361513207,353,0.5332326283987915,5.0,0.532102690974904,0.5385100818604049,0.2641910763524165,0.25356129255776266,0.17030713526562377,0.4496646650555852,0.05744714456636276,0.8134991476499388,0.18692709145268419,0.8353474320241692,0.1646525679758308,0.8640226628895185,0.1359773371104816,44606.48257321743
Инди-курс по HTML и CSS,https://stepik.org/course/120494,Frontend,730,60.209323173192345,374,0.5123287671232877,5.0,0.5086469724421726,0.47614503077140446,0.18834966581966847,0.09479951956129223,0.10065249807261079,0.4502935905155426,0.02225068519720692,0.742814234748151,0.2578761888524415,0.7479452054794521,0.25205479452054796,0.7513368983957219,0.24866310160427807,43952.805916430414
Excel для новичков,https://stepik.org/course/68712,Прокачать навыки,641,68.53549176399898,404,0.6302652106084243,5.0,0.6241210256962454,0.48649997906238146,0.4284311597956604,0.12521530707597808,0.24842154463242788,0.48509649603622446,0.07903481520949361,0.9011311056001574,0.09916379723905669,0.9313572542901716,0.0686427457098284,0.9282178217821783,0.07178217821782178,43931.25022072334
Тестирование ПО: подготовка к сертификации ISTQB Foundation,https://stepik.org/course/16478,Информатика,816,51.91952757096101,436,0.5343137254901961,5.0,0.5328414133883624,0.4096296571486021,0.15986984377602143,0.06278475943242694,0.06293827920494907,0.3036940719941644,0.017373483299437276,0.5758097316389538,0.42475706610432595,0.5808823529411765,0.41911764705882354,0.49770642201834864,0.5022935779816514,42366.33449790419
Информационное моделирование зданий в Autodesk Revit,https://stepik.org/course/738,Дарите онлайн-курсы в подарок,560,75.10476697055594,377,0.6732142857142858,5.0,0.6690343895158678,0.6252922265895384,0.44722644191172745,0.28821622362450916,0.4218255411657034,0.5270079914842947,0.16315509991857846,0.9193671949536241,0.08069197433651425,0.9375,0.0625,0.9283819628647215,0.07161803713527852,42058.66950351133
Основы SQL,https://stepik.org/course/51562,Информатика,580,70.91262632088522,416,0.7172413793103448,5.0,0.7147358731695367,0.5530773882149992,0.47950505118851966,0.40377396487487016,0.2918726601214985,0.5822992988642564,0.24509210487275251,0.8486372033270589,0.15134375967358335,0.8689655172413793,0.1310344827586207,0.8581730769230769,0.14182692307692307,41129.32326611343
Docker для начинающих + практический опыт,https://stepik.org/course/123300,С чего начать 🔥,631,64.0708373795655,361,0.572107765451664,5.0,0.5714058455052852,0.5816963725068052,0.29955788954171164,0.10136451456639374,0.1805965517351804,0.5130100377264833,0.0464870697199283,0.7947900182207406,0.20571158529243028,0.8050713153724247,0.1949286846275753,0.8005540166204986,0.1994459833795014,40428.698386505836
Введение в базы данных,https://stepik.org/course/551,Информатика,808,49.81555582059333,500,0.6188118811881188,5.0,0.6189453218707383,0.5147709212761394,0.19457454252711717,0.12792904542243827,0.11131593802119734,0.34071544078343136,0.02365066221966009,0.5606142382505166,0.43985242570870287,0.5581683168316832,0.44183168316831684,0.472,0.528,40250.96910303941
"Добрый, добрый Python ООП - обучающий курс от Сергея Балакирева",https://stepik.org/course/116336,Разработка на Python,579,68.98351293530288,343,0.5924006908462867,5.0,0.590010844808969,0.5457872190520358,0.3072851347661245,0.403861415067442,0.37510595728593926,0.41345870060893863,0.0943700543403653,0.8302507942018866,0.16987256812002505,0.8497409326424871,0.15025906735751296,0.8104956268221575,0.18950437317784258,39941.45398954037
